,customer_id,date,value,age,sex
2437,441,2023-08-16,217.51358263745803,31,M
1091,777,2023-08-16,98.15530937440658,27,F
3511,999,2023-08-16,99.76344813686359,29,F
2781,520,2023-08-17,108.73167435755943,33,F
3122,1337,2023-08-17,130.50568200003843,28,F
3509,1189,2023-08-17,95.20355194669128,27,M
2927,1480,2023-08-17,69.33292480472862,26,M
1120,863,2023-08-17,106.81671084128509,31,M
4004,87,2023-08-17,130.64848583038315,26,F
1989,889,2023-08-17,96.4553156179386,30,F
1798,1378,2023-08-17,83.75951381011565,22,M
1963,1069,2023-08-17,76.86875838284249,25,M
2229,106,2023-08-17,102.93318904880434,24,M
4567,1112,2023-08-17,83.97167327434379,34,M
413,100,2023-08-17,104.16148505270604,29,F
3760,476,2023-08-18,96.18464477540215,34,M
2666,729,2023-08-18,102.19865718997872,47,M
4860,1262,2023-08-18,148.6598591287265,23,F
1484,1339,2023-08-18,81.455879189389,29,M
4688,1213,2023-08-18,109.73592661740352,31,F
3551,968,2023-08-18,79.23842199872057,26,M
474,1154,2023-08-18,91.96377268344335,33,M
377,1326,2023-08-19,143.8288103644333,31,F
907,328,2023-08-19,82.88466978282774,25,M
1250,247,2023-08-19,85.85329503805494,49,F
2749,413,2023-08-19,107.02693986305023,26,M
2735,287,2023-08-19,60.988669821647164,30,F
3460,484,2023-08-19,95.74620594748085,29,M
2996,390,2023-08-19,94.98274540669479,27,M
75,313,2023-08-19,136.11523678292093,32,M
1858,1369,2023-08-20,93.75496304451654,40,F
2803,889,2023-08-20,63.52572780503174,30,F
1594,578,2023-08-20,128.0498472348673,31,M
85,1372,2023-08-20,120.0750590985559,22,F
2178,1147,2023-08-20,108.6993065162487,33,F
357,758,2023-08-20,134.90672203184516,23,F
2690,142,2023-08-20,103.00245047182645,42,F
3118,896,2023-08-20,146.92261226419936,29,F
796,762,2023-08-20,154.73702582013362,31,F
670,1185,2023-08-20,68.34743179244137,41,F
3129,1442,2023-08-20,473.84326644261154,25,F
908,1302,2023-08-20,189.30148947177167,34,M
3068,569,2023-08-20,105.00808256915064,29,F
1504,1232,2023-08-20,117.79047752107331,29,M
1134,1300,2023-08-20,109.2527240649777,32,M
3574,588,2023-08-21,134.6949971045852,34,M
1298,139,2023-08-21,79.13903019366101,26,M
2887,1450,2023-08-21,88.808524572891,28,F
2363,523,2023-08-21,138.88350429901178,29,F
3419,883,2023-08-21,110.0198942345288,34,F
3031,1493,2023-08-21,77.2314604799561,26,F
1800,202,2023-08-21,171.02335412972127,26,F
2132,421,2023-08-21,127.00145897831997,25,M
421,1121,2023-08-21,85.78160566878543,28,F
2978,1045,2023-08-21,299.63005844229866,26,M
817,1066,2023-08-21,89.86827128594084,30,M
1716,1493,2023-08-21,81.91181450703195,26,F
4767,133,2023-08-21,111.2063558816306,20,F
444,450,2023-08-21,114.24675307906189,27,M
58,1321,2023-08-21,129.86734311244285,40,F
598,1473,2023-08-21,84.04571627860103,32,M
2831,1062,2023-08-21,130.0102264214775,27,M
2104,1245,2023-08-21,133.13883579939855,29,M
1622,1243,2023-08-21,135.1726413109224,32,M
2131,1095,2023-08-21,76.23607166599719,27,F
1462,1324,2023-08-21,96.50762876344453,25,M
196,1492,2023-08-22,121.51990839613661,38,M
4250,35,2023-08-22,106.12413785858612,40,M
4549,446,2023-08-22,169.8743177665142,31,M
3842,421,2023-08-22,134.79706769123536,25,M
1896,281,2023-08-22,94.3155051653772,27,M
4682,1054,2023-08-22,90.69540534521767,24,M
826,492,2023-08-22,61.21931684368974,28,M
448,1164,2023-08-22,98.34296797803442,24,M
2568,1057,2023-08-22,166.30125684049412,29,F
1464,112,2023-08-22,89.47132357926853,29,F
3055,604,2023-08-22,70.77879821312982,40,M
2414,1498,2023-08-22,93.09139025066537,23,M
33,829,2023-08-22,208.8312199157279,28,F
3072,1369,2023-08-22,113.06551820910026,40,F
3692,1400,2023-08-23,156.45753793923984,26,M
148,1034,2023-08-23,115.1699561049299,22,M
4458,872,2023-08-23,97.17426300104889,29,F
2818,417,2023-08-23,109.58505347108795,23,M
2773,805,2023-08-23,98.21046656095092,26,F
2519,674,2023-08-23,95.66220816948933,24,M
1684,1431,2023-08-23,83.48205673216958,27,F
4664,335,2023-08-23,64.73365791736859,41,M
2065,873,2023-08-23,82.05105961141794,24,F
4269,631,2023-08-23,72.65956321312842,35,M
4140,1166,2023-08-23,98.40054884294324,23,M
1469,811,2023-08-23,126.56890241993898,35,M
4095,1465,2023-08-23,115.47049095520426,34,M
2688,1149,2023-08-23,98.63293837709259,31,M
1993,1442,2023-08-23,107.68376757045614,25,F
2680,275,2023-08-23,102.67942691499715,33,F
3991,436,2023-08-23,91.87445269779737,27,M
4820,506,2023-08-24,162.55324753063593,29,F
3299,1202,2023-08-24,100.11692342408301,24,M
688,144,2023-08-24,145.90366470197824,25,F
606,684,2023-08-24,88.41532976667699,46,M
2127,782,2023-08-24,90.14403758640557,24,M
505,219,2023-08-24,98.18517783270556,22,F
694,277,2023-08-24,220.1120951085406,22,F
4223,1017,2023-08-24,99.70836704084628,28,M
3379,702,2023-08-24,116.30269694395993,49,F
2798,1194,2023-08-24,96.26485379791032,29,M
1053,746,2023-08-24,146.8333508852421,51,F
1090,502,2023-08-24,131.5934402734033,29,F
409,488,2023-08-24,66.68517833672993,32,F
1173,1240,2023-08-24,76.07332284061943,26,F
3164,1338,2023-08-24,105.65933038461932,31,M
4428,187,2023-08-24,96.62368261450322,32,F
1007,601,2023-08-24,102.18069959910618,34,M
895,117,2023-08-24,91.65906680598435,25,F
1911,1166,2023-08-25,101.09395718245881,23,M
1290,1097,2023-08-25,116.82659823469686,21,F
3377,1283,2023-08-25,108.806471698766,26,F
3585,474,2023-08-25,94.02755698744481,22,M
2378,912,2023-08-25,64.86911705033829,25,F
4972,165,2023-08-25,81.37465762747566,25,F
4206,1108,2023-08-25,91.14019906752681,26,M
1458,128,2023-08-25,103.98000714414269,35,M
1576,1092,2023-08-25,62.495932526795,25,F
101,715,2023-08-25,102.41768351419844,30,F
2841,163,2023-08-25,122.86032694472313,24,F
2126,36,2023-08-25,94.63875530371297,31,M
3770,419,2023-08-25,128.03862826760155,25,M
1219,1449,2023-08-25,98.17766685158279,26,F
1400,1172,2023-08-25,105.07508088686461,50,M
1486,531,2023-08-26,163.7011299910706,22,M
1956,698,2023-08-26,112.9531778209333,32,M
2195,1365,2023-08-26,109.24539994360097,29,M
2270,590,2023-08-26,180.4801791302222,24,F
3743,1238,2023-08-26,64.90397793059545,26,F
4138,614,2023-08-26,171.36992029296383,23,M
635,580,2023-08-26,109.6622925261406,37,F
4542,854,2023-08-26,102.14402643136995,27,F
955,1259,2023-08-26,126.51982864231164,29,F
2864,337,2023-08-26,91.59317255708555,39,M
3779,664,2023-08-26,116.8743090029679,24,F
2133,912,2023-08-27,154.2504772425134,25,F
172,1320,2023-08-27,62.96787607850946,21,F
1723,339,2023-08-27,92.16165535808076,40,F
2239,1285,2023-08-27,98.99398749956488,21,M
3691,954,2023-08-27,62.924197601280014,26,M
2134,1348,2023-08-27,100.86064388593138,27,F
3012,727,2023-08-27,115.1576669509164,27,M
3659,173,2023-08-27,99.07199810490258,37,M
992,1285,2023-08-27,116.56230223702056,21,M
1283,1209,2023-08-27,132.69292722012062,38,F
4246,1291,2023-08-27,107.78618627559183,33,F
1971,327,2023-08-27,99.42178118899874,32,M
2191,1486,2023-08-27,99.41413765360134,33,M
772,121,2023-08-27,81.93845693036035,27,M
281,174,2023-08-27,67.34300488679338,40,F
3791,1439,2023-08-27,87.86940071961386,28,M
3563,146,2023-08-27,131.0279288777558,21,M
2766,1397,2023-08-27,108.0343965950729,35,M
293,505,2023-08-27,97.4365568564717,34,M
1962,183,2023-08-28,84.83259222695042,28,M
616,14,2023-08-28,144.0410298775415,28,F
3124,582,2023-08-28,82.79414014773715,40,M
3188,232,2023-08-28,81.98507874836523,40,M
3810,1105,2023-08-28,174.68579012496326,25,M
1117,991,2023-08-28,108.33440542799457,27,F
3221,543,2023-08-28,114.37847445064324,34,M
4192,1420,2023-08-28,85.0626754615864,30,M
3512,1408,2023-08-28,79.74795724975976,29,F
4896,946,2023-08-28,81.66867999606066,33,F
2159,384,2023-08-28,97.19353486803882,36,F
146,626,2023-08-28,93.62194161716168,33,M
2919,1271,2023-08-28,80.11710747647389,28,M
2601,480,2023-08-28,118.73116612817404,41,F
4645,612,2023-08-28,57.021910868446696,22,M
3384,380,2023-08-29,89.45540119783317,46,M
3160,780,2023-08-29,92.7589406857906,28,F
724,930,2023-08-29,83.39317117170438,23,M
412,96,2023-08-29,194.18618896955329,29,F
3167,277,2023-08-29,138.6927930019771,22,F
1814,183,2023-08-29,108.60503539236298,28,M
1377,823,2023-08-29,121.97586586378166,20,F
1955,43,2023-08-29,109.0480283017859,36,F
2776,768,2023-08-29,78.56801998613446,30,M
4096,1007,2023-08-29,95.81244538492356,27,F
1317,33,2023-08-29,109.50612403160386,18,M
396,112,2023-08-29,133.49591592825266,29,F
2402,1234,2023-08-29,221.81688427830048,22,F
1067,723,2023-08-29,167.8744626350113,24,M
147,609,2023-08-29,78.25761423269644,26,M
2986,894,2023-08-29,119.30242984227743,31,F
2967,1411,2023-08-29,68.95460573346398,27,F
1329,1428,2023-08-30,81.76976207859188,26,F
2088,261,2023-08-30,85.5112170553843,25,F
2049,344,2023-08-30,97.95306075872035,24,F
2990,826,2023-08-30,92.15927484002574,23,F
2726,1266,2023-08-30,126.04190271511138,28,F
4012,1154,2023-08-30,90.6056310988265,33,M
113,96,2023-08-30,98.92112678315323,29,F
316,417,2023-08-30,137.70411906281225,23,M
1924,1101,2023-08-30,98.56633544484163,30,F
3917,790,2023-08-30,106.08619427776162,27,M
3596,223,2023-08-30,88.1343472766711,37,M
976,254,2023-08-30,106.37740490266995,31,F
3904,746,2023-08-30,161.06801690433366,51,F
995,105,2023-08-30,82.26442581351685,35,M
4708,893,2023-08-30,151.81998324634637,32,F
4670,652,2023-08-30,130.36085566543767,31,F
4648,306,2023-08-30,111.35934745996094,25,F
3737,528,2023-08-30,90.14107320070097,28,F
1588,419,2023-08-30,101.53732254015193,25,M
2188,441,2023-08-31,103.02783192642897,31,M
2684,232,2023-08-31,138.5055460754014,40,M
4362,85,2023-08-31,169.17901366808798,22,M
4201,1301,2023-08-31,87.63137306219565,31,M
1368,371,2023-08-31,76.79137029706497,35,F
4055,409,2023-08-31,136.38906068076565,38,M
4601,414,2023-09-01,81.77670768486601,41,F
2284,130,2023-09-01,120.9471582001546,26,F
3395,732,2023-09-01,213.75170333024067,44,F
2975,825,2023-09-01,99.86861986074311,31,M
404,232,2023-09-01,175.33411253013503,40,M
1376,1222,2023-09-01,96.64762429213798,34,M
774,1267,2023-09-01,116.32244007085416,25,M
452,522,2023-09-01,260.8160966327805,40,F
1402,1134,2023-09-02,103.87902673874416,33,M
2865,1056,2023-09-02,90.88465258214197,30,F
831,271,2023-09-02,71.80529245048605,28,M
1734,1157,2023-09-02,102.05560681356596,21,F
2457,124,2023-09-02,124.42380344132023,21,M
3182,1191,2023-09-02,92.91541481833411,23,F
4495,1098,2023-09-02,98.1887941765403,22,M
4528,128,2023-09-02,104.82217598869055,35,M
4919,800,2023-09-02,59.40465952667679,25,F
1075,1083,2023-09-02,97.99634971381937,36,M
4145,345,2023-09-02,121.26544573813914,35,M
591,1021,2023-09-02,155.02299388453525,28,M
1412,1275,2023-09-03,106.26545218793967,25,F
2496,425,2023-09-03,131.07125080261613,28,F
3242,1040,2023-09-03,102.65197682440316,27,F
2763,1003,2023-09-03,111.84692907255328,33,F
779,155,2023-09-03,79.90676125772117,28,F
1206,9,2023-09-03,87.0213806891548,27,F
3639,377,2023-09-03,123.30388169111436,28,F
336,652,2023-09-03,114.42530765073784,31,F
958,942,2023-09-03,81.25083917887491,26,M
842,1184,2023-09-03,66.46041657749781,30,F
4274,658,2023-09-04,91.86498912377087,29,M
2811,1062,2023-09-04,49.09123489721791,27,M
215,1235,2023-09-04,121.98864880016947,39,F
1582,1059,2023-09-04,69.67544465808183,28,F
4187,1150,2023-09-04,93.38448134617644,36,F
1274,471,2023-09-04,126.81154885749329,28,M
491,958,2023-09-04,110.62272736450585,37,M
272,624,2023-09-04,121.76868770152984,30,M
1742,554,2023-09-04,85.786596836429,28,M
2679,971,2023-09-04,81.57820598140982,27,F
27,753,2023-09-04,117.44769504746267,24,F
4925,8,2023-09-04,114.72216663600722,22,F
366,1139,2023-09-04,85.9601681284807,23,F
3353,738,2023-09-04,76.3890563895055,28,F
2889,997,2023-09-04,175.76945853230174,24,M
2600,1233,2023-09-04,73.31292029119213,23,M
3251,725,2023-09-05,75.60947695862177,20,F
4500,856,2023-09-05,133.79510910698716,33,M
3019,1145,2023-09-05,96.04275810846718,23,M
3187,1109,2023-09-05,113.06377685488012,26,F
1825,920,2023-09-05,88.10570185034659,32,M
4594,1138,2023-09-05,61.41813946985749,25,M
3206,34,2023-09-05,77.3667522425987,34,M
2422,1294,2023-09-05,145.73547409624126,21,M
4973,1246,2023-09-05,94.31013972215257,24,M
2372,948,2023-09-05,120.23181905654215,28,M
4464,1485,2023-09-05,79.98971941885969,26,M
1222,890,2023-09-05,143.96731988469702,24,M
4970,224,2023-09-05,124.96814250220784,28,F
169,869,2023-09-05,113.53075422485611,26,F
2538,1048,2023-09-05,92.59874215747142,25,F
2515,1129,2023-09-05,104.41879477296447,28,M
1437,1079,2023-09-05,144.4344776020545,41,F
4886,86,2023-09-05,140.2961270370172,36,F
2446,510,2023-09-06,105.85018427831317,43,M
3081,472,2023-09-06,153.78327999905952,23,F
3930,1057,2023-09-06,106.69097853614855,29,F
1177,1476,2023-09-06,139.85272715664658,26,M
2549,722,2023-09-06,127.09604247779029,23,M
3236,1439,2023-09-06,54.4425162239944,28,M
4399,69,2023-09-06,154.91028371702538,32,F
587,783,2023-09-06,95.11808065738708,35,F
2922,699,2023-09-06,117.35825082588403,29,M
1776,1122,2023-09-06,97.2693449246213,22,F
4164,312,2023-09-06,101.18322498235511,34,M
2255,465,2023-09-06,125.4386429054742,34,F
4812,106,2023-09-06,157.74745426987894,24,M
4840,1412,2023-09-06,82.90367017412501,26,F
3056,1465,2023-09-06,94.1466355119631,34,M
1699,352,2023-09-06,80.1874356356044,28,F
3858,1027,2023-09-06,146.22191115827758,24,M
3270,797,2023-09-07,110.87903628094625,22,F
2495,697,2023-09-07,113.07296502899032,22,M
2938,602,2023-09-07,94.62816050524384,21,M
1620,960,2023-09-07,108.7318477829046,21,F
1992,8,2023-09-07,89.00814226929313,22,F
4252,797,2023-09-07,124.5587705788192,22,F
4097,1359,2023-09-07,145.3326963206513,39,F
4419,1486,2023-09-07,96.84029976908536,33,M
551,1420,2023-09-07,126.02359974149266,30,M
3345,1221,2023-09-07,102.22669383043487,22,F
3909,568,2023-09-07,83.92050861553894,29,M
1028,170,2023-09-07,162.4998399749603,28,M
238,792,2023-09-08,85.60984419659265,23,M
4338,845,2023-09-08,113.46566516419185,27,F
4047,524,2023-09-08,99.22801131535172,25,M
3816,1433,2023-09-08,74.0702555573956,38,F
139,901,2023-09-08,69.53082872925658,38,F
4432,236,2023-09-08,113.80856725503372,27,M
1653,805,2023-09-08,87.32661788708927,26,F
4173,878,2023-09-08,69.3710362637986,28,M
4787,1068,2023-09-08,85.12670239416235,36,F
4639,105,2023-09-08,88.60532891558731,35,M
342,454,2023-09-08,93.70164993544338,32,M
3361,437,2023-09-08,139.74921869293695,24,M
4285,1363,2023-09-08,127.05411554888633,24,M
4543,281,2023-09-08,92.00180369177929,27,M
1342,27,2023-09-08,102.44818335948104,36,M
4746,622,2023-09-08,84.33491728617877,20,F
4871,1044,2023-09-08,59.41967822727496,29,M
3944,146,2023-09-08,89.36591770661232,21,M
2119,715,2023-09-09,88.96273953894766,30,F
28,1110,2023-09-09,103.19722294313573,27,M
2987,273,2023-09-09,92.44484849536352,38,F
4927,107,2023-09-09,290.41430567663576,25,F
4356,1209,2023-09-09,120.70686037956014,38,F
3448,1036,2023-09-09,92.93376340069796,27,M
575,1309,2023-09-09,82.73856268714809,27,M
80,1442,2023-09-09,72.59993601133327,25,F
1109,720,2023-09-10,116.26860190503197,36,F
4172,395,2023-09-10,117.5586610751815,26,M
1796,739,2023-09-10,136.53742306294873,23,F
4837,921,2023-09-10,96.91575838637355,30,F
4635,710,2023-09-11,61.7311726045047,26,M
1879,158,2023-09-11,83.38376391088399,38,M
3421,720,2023-09-11,150.6592921549632,36,F
4466,782,2023-09-11,97.62889239814544,24,M
615,500,2023-09-11,63.08504968368413,32,M
3575,1208,2023-09-11,108.67773583998377,25,M
496,1091,2023-09-11,89.04578620896478,29,F
4750,1275,2023-09-11,102.75244667041025,25,F
978,1169,2023-09-11,81.04149014340216,25,M
1886,372,2023-09-11,126.40145852673696,33,F
1885,1161,2023-09-12,132.5821260141716,26,F
2837,673,2023-09-12,88.70448465124817,27,F
2056,1057,2023-09-12,109.97100143252538,29,F
2616,1252,2023-09-12,91.0868467922513,30,M
4157,239,2023-09-12,84.47880184269246,27,F
1065,907,2023-09-12,80.5381353608133,30,F
3080,1207,2023-09-12,174.217981203618,34,M
3053,448,2023-09-12,105.64729798442816,30,F
2074,1401,2023-09-12,125.37792104961281,31,F
1725,853,2023-09-12,61.91537631557573,27,F
4755,223,2023-09-12,58.999929739081395,37,M
4596,32,2023-09-13,132.59749529747018,24,M
1296,97,2023-09-13,115.2391754142468,24,M
3359,49,2023-09-13,124.81930827981799,32,F
3482,1006,2023-09-13,54.448820657624246,22,F
886,445,2023-09-13,97.96544131542298,24,M
4574,1288,2023-09-13,115.97666770624059,26,F
3815,25,2023-09-13,112.76920737931249,24,F
29,141,2023-09-13,90.10172797085147,22,M
76,595,2023-09-13,136.44330758484435,55,F
1979,244,2023-09-13,91.10502664336894,34,F
319,696,2023-09-13,109.95956674104612,28,F
3822,672,2023-09-13,90.10659561682385,25,F
211,562,2023-09-13,108.79868366795377,47,M
3287,477,2023-09-13,135.84623894128325,26,F
1164,999,2023-09-13,113.46878482913667,29,F
845,709,2023-09-13,109.6332341262411,28,M
4696,1121,2023-09-13,83.76066583188528,28,F
4493,787,2023-09-13,128.68189264196963,35,F
1720,1035,2023-09-13,114.27565697159409,28,F
105,1099,2023-09-13,79.32847277820883,22,M
2574,263,2023-09-14,135.50767949465404,22,F
1251,810,2023-09-14,100.42322020764442,31,F
1519,865,2023-09-14,83.30503785182174,28,M
3530,153,2023-09-14,109.49561224899543,30,M
83,1111,2023-09-14,101.05556195712995,31,F
3759,228,2023-09-14,127.95452249385835,27,M
1396,1332,2023-09-14,150.2460972905836,28,M
4099,631,2023-09-14,88.23828028584005,35,M
961,300,2023-09-14,92.31174983622213,32,M
4018,1276,2023-09-14,101.97903143295633,29,F
150,183,2023-09-14,124.24715078440603,28,M
1070,493,2023-09-14,329.5894285720221,31,M
1470,266,2023-09-14,109.38539762913929,35,F
2507,565,2023-09-14,82.18496861580093,23,M
177,1327,2023-09-14,117.29614026278111,24,F
2935,304,2023-09-15,127.31408144877544,26,M
3916,298,2023-09-15,155.59903802690198,29,M
3044,1053,2023-09-15,214.6551552231943,26,F
3462,423,2023-09-15,88.48301641863878,35,F
3071,623,2023-09-15,122.57342977347162,24,M
2174,1001,2023-09-15,105.53754112408352,34,M
877,1491,2023-09-15,156.66640563835992,25,M
1058,1014,2023-09-15,200.94385688917527,37,M
1456,1029,2023-09-15,154.8461175978868,27,M
2258,456,2023-09-15,163.50812552679776,26,M
492,915,2023-09-16,104.28357420611272,26,F
320,965,2023-09-16,116.06045583534423,32,F
1901,952,2023-09-16,95.97861005450065,25,F
545,796,2023-09-16,77.3082694449497,27,M
2011,229,2023-09-16,111.01578106181641,37,F
4366,1439,2023-09-16,100.76870719949582,28,M
4809,577,2023-09-16,124.86601042830448,38,M
2687,469,2023-09-16,127.61322016493736,27,M
529,677,2023-09-16,97.95429361104686,30,M
2135,1116,2023-09-16,83.94323353619016,24,F
1190,1229,2023-09-16,78.85614207637258,24,M
1974,1434,2023-09-17,86.01165052669454,32,F
554,903,2023-09-17,90.44295407185902,26,F
1200,483,2023-09-17,83.90847406484001,30,M
1876,294,2023-09-17,126.02117825381526,31,F
1761,1037,2023-09-17,110.9835159272115,33,F
634,844,2023-09-17,131.3061190551561,38,M
489,1324,2023-09-17,67.13946566108834,25,M
2120,997,2023-09-17,80.06510966960683,24,M
3871,1193,2023-09-17,96.7543236087626,28,F
2412,904,2023-09-17,130.68397864943543,21,M
276,138,2023-09-17,113.317168172798,24,M
1413,926,2023-09-17,122.0802228900111,40,F
3893,1110,2023-09-17,149.92726881092221,27,M
2566,24,2023-09-17,103.38531203454464,33,M
1351,333,2023-09-17,91.81653341883317,26,F
983,754,2023-09-17,319.2452627880949,17,F
3443,1469,2023-09-17,116.48850592735391,24,M
3702,158,2023-09-17,91.31877499838849,38,M
4581,1010,2023-09-18,69.5146803985417,32,M
3895,721,2023-09-18,85.29490496550352,25,F
4928,970,2023-09-18,114.60705616156797,27,F
3716,815,2023-09-18,88.98975557588844,25,M
4418,1325,2023-09-18,76.05559816747072,29,F
3671,81,2023-09-18,62.94655471114023,30,F
2999,1387,2023-09-18,91.90312280919129,24,M
2094,11,2023-09-18,114.67759688742257,27,F
280,1294,2023-09-18,158.53552423582966,21,M
2205,723,2023-09-18,99.48051068273378,24,M
1902,398,2023-09-18,129.19892799346565,29,F
3372,56,2023-09-18,127.15078317415079,28,F
2894,260,2023-09-18,84.7881542558415,29,F
1884,548,2023-09-18,90.89139055141817,30,M
3457,238,2023-09-18,98.76972272672785,36,M
822,908,2023-09-18,92.0962911058794,47,M
2906,341,2023-09-18,48.26321466463182,27,M
1443,580,2023-09-19,151.1687158690737,37,F
4788,361,2023-09-19,167.86277498829656,41,M
4842,153,2023-09-19,176.31441875289306,30,M
1643,1367,2023-09-19,81.74488044651807,26,M
4111,893,2023-09-19,103.73205992240091,32,F
2905,24,2023-09-19,100.12483720097012,33,M
4813,854,2023-09-19,81.37948173185896,27,F
4966,1395,2023-09-19,76.91584269723803,30,F
4540,742,2023-09-19,76.76213114976474,24,M
4726,876,2023-09-19,85.94004320556175,29,M
4487,1007,2023-09-19,167.43327826644006,27,F
1552,402,2023-09-19,97.73289708728183,22,F
4935,322,2023-09-20,103.36064168496465,34,M
56,621,2023-09-20,61.88038218280861,29,M
4513,247,2023-09-20,59.1235808841286,49,F
1226,751,2023-09-20,107.11069601206313,23,F
1873,259,2023-09-20,114.2300367950148,30,F
4388,615,2023-09-20,118.00505087415385,25,F
2054,472,2023-09-20,112.32256304155993,23,F
4699,1089,2023-09-21,93.07868601979663,19,F
2114,1355,2023-09-21,102.62757946415633,30,F
3101,131,2023-09-21,101.23037373377349,29,F
381,540,2023-09-21,107.17546336834175,27,M
1964,520,2023-09-21,121.30226756305132,33,F
3115,1400,2023-09-21,85.17409668265827,26,M
1242,1426,2023-09-21,70.44671665162433,33,F
3657,333,2023-09-21,117.42433835404634,26,F
742,1242,2023-09-21,155.31941470366274,30,F
22,398,2023-09-21,159.6171876965209,29,F
3887,733,2023-09-22,131.26113462458437,31,F
2622,770,2023-09-22,113.36352088554693,27,F
1632,1269,2023-09-22,92.65774123286982,39,M
1823,878,2023-09-22,176.77607368806835,28,M
4019,1438,2023-09-22,112.79606437338218,34,F
4304,1395,2023-09-22,120.53567060718788,30,F
4638,1253,2023-09-22,135.1884443171375,29,M
848,179,2023-09-22,119.2149230138593,27,M
1666,380,2023-09-22,123.27479781685287,46,M
1829,300,2023-09-22,125.78364991979828,32,M
2733,883,2023-09-22,88.33167511062598,34,F
3232,1397,2023-09-23,79.14934168044695,35,M
4259,923,2023-09-23,102.35041137682785,55,F
4313,946,2023-09-23,162.5967474996062,33,F
4679,851,2023-09-23,207.1169203835357,32,F
1501,408,2023-09-23,89.63084453307911,29,M
1824,1487,2023-09-23,106.83279467822663,28,F
1899,391,2023-09-23,129.18016214128244,24,M
3678,1149,2023-09-23,110.96130162619534,31,M
2782,1282,2023-09-23,71.61155650533064,23,F
3058,1498,2023-09-23,88.15042131656773,23,M
1357,1429,2023-09-24,115.43030937672678,24,F
367,618,2023-09-24,89.52946105941511,31,M
857,686,2023-09-24,84.06045384295842,33,M
498,162,2023-09-24,130.24018406484396,61,M
3208,1322,2023-09-24,118.64744400701517,31,F
4357,418,2023-09-24,118.71167689978958,22,M
2113,1407,2023-09-24,71.25943673360082,22,M
3500,1212,2023-09-24,113.38810877154125,27,F
313,624,2023-09-24,131.25047276304429,30,M
1855,482,2023-09-24,106.74932346905518,36,M
4043,1067,2023-09-24,75.48562682951832,31,M
2520,127,2023-09-24,72.1313971601628,26,M
954,7,2023-09-24,76.06847743716452,32,M
2020,1231,2023-09-24,93.53114375493791,27,M
2160,763,2023-09-24,101.01633321590568,34,M
1792,1499,2023-09-24,169.24814676947193,41,F
2218,21,2023-09-24,65.84251156726182,39,F
2639,1199,2023-09-24,166.3770176083052,24,F
4195,843,2023-09-25,103.05364109650823,31,F
519,1054,2023-09-25,83.67648939438456,24,M
3260,585,2023-09-25,71.09322763837443,27,M
966,449,2023-09-25,100.26470874357983,32,F
783,1007,2023-09-25,90.88269196939189,27,F
816,1023,2023-09-25,65.88481706393276,27,M
4770,618,2023-09-25,175.12536784606584,31,M
2502,972,2023-09-25,89.61362816102748,23,F
665,116,2023-09-25,137.8905340111722,24,M
478,1423,2023-09-25,111.21858381401977,33,M
3408,60,2023-09-26,92.62279190237334,47,F
4066,673,2023-09-26,125.01442371428814,27,F
262,240,2023-09-26,133.05490184583203,48,F
3540,755,2023-09-26,114.91486093867884,22,M
3196,1068,2023-09-26,161.8554783245405,36,F
4351,511,2023-09-26,84.34809845191458,43,F
3488,72,2023-09-26,125.19011856741704,21,F
3292,396,2023-09-26,111.34476351129854,35,M
2230,1192,2023-09-26,63.161823430824356,31,F
4845,626,2023-09-26,95.6786181063739,33,M
3173,348,2023-09-26,106.52625755339106,29,M
4554,710,2023-09-26,82.08413765298073,26,M
4881,1118,2023-09-27,141.1051615445162,35,M
1847,309,2023-09-27,105.85840634746845,28,M
3927,1154,2023-09-27,103.13788056856673,33,M
234,290,2023-09-27,199.43350761282662,36,F
4364,468,2023-09-27,212.03256079098173,28,M
3580,1171,2023-09-27,100.49962471285126,29,F
2434,127,2023-09-27,109.94456977987426,26,M
1520,25,2023-09-27,91.73307447580834,24,F
199,253,2023-09-27,105.51290291337855,31,M
2605,1304,2023-09-27,127.12119015659731,29,M
2630,785,2023-09-27,122.38230018160645,21,M
3693,736,2023-09-27,117.07956755339266,26,M
3706,1241,2023-09-27,87.68806206847458,49,F
654,1376,2023-09-27,195.06563420943533,26,M
1347,279,2023-09-27,158.49349156421545,26,M
2669,959,2023-09-28,98.80427234678132,28,F
2249,668,2023-09-28,141.97724273432732,38,M
224,1275,2023-09-28,127.91877809027102,25,F
4133,27,2023-09-28,111.66156504912607,36,M
889,217,2023-09-28,155.8262557456432,25,M
559,716,2023-09-28,84.41449610475632,20,F
4781,226,2023-09-28,103.81250751283628,23,M
653,254,2023-09-28,94.70270099269035,31,F
614,967,2023-09-28,139.00094095126346,32,F
355,856,2023-09-28,162.43843194204425,33,M
384,889,2023-09-28,111.09523179055314,30,F
618,1050,2023-09-28,90.43540578570133,23,M
43,456,2023-09-28,89.5250854074149,26,M
1158,1440,2023-09-28,172.26843289959436,43,M
3725,61,2023-09-29,107.06988592446474,25,F
2283,1287,2023-09-29,119.76590893607431,27,F
4310,586,2023-09-29,104.5602625412213,23,F
1921,690,2023-09-29,144.26435174052096,24,M
4122,456,2023-09-29,107.4248911512715,26,M
695,923,2023-09-29,118.1697583691716,55,F
916,830,2023-09-29,97.49368502189495,24,M
4441,1306,2023-09-29,101.52354658627632,23,M
